Product;Type;Month;Branch;Sales;Quantity;Visitors
Box filter special coffee / Ethiobian;;01/02/25;Tbouk-alBowady Fran;78.26085;5;5318
saudi coffee L;;01/02/25;Tbouk-alBowady Fran;39.13045;5;5318
Orange juice;;01/02/25;Tbouk-alBowady Fran;143.47828;11;5318
Iced1kCoffee-Original;;01/02/25;Khobash Fran;5147.8248;740;2480
ChocoChees bites;;01/02/25;Khobash Fran;521.739;60;2480
Mini Pancake Cheese&Honey;;01/02/25;Khobash Fran;486.9564;40;2480
Cookies vanilla;;01/02/25;Khobash Fran;118.26084;17;2480
ADD CHOCOLATE d - .;;01/02/25;Khobash Fran;130.43475;75;2480
classic Mojito;;01/02/25;Khobash Fran;56.52175;5;2480
Coffee Latte M;;01/02/25;Khobash Fran;375.65208;36;2480
Iced Americano;;01/02/25;Khobash Fran;191.3043;22;2480
Choco Kunafa bites;;01/02/25;Khobash Fran;69.5652;8;2480
iced caramel Mikatuo;;01/02/25;Khobash Fran;59.13044;4;2480
paper cup - 8oz;;01/02/25;Khobash Fran;28.69581;33;2480
Add Pistachio d - .;;01/02/25;Khobash Fran;6.95652;4;2480
caramel Add d - .;;01/02/25;Khobash Fran;19.13043;11;2480
pudding;;01/02/25;Khobash Fran;620.86941;51;2480
vanilla ICE CREAM add d;;01/02/25;Khobash Fran;5.21739;3;2480
muffin chocolate;;01/02/25;Khobash Fran;62.60872;8;2480
iced KarKade - L;;01/02/25;Khobash Fran;55.65216;4;2480
Oreo Frappe;;01/02/25;Khobash Fran;20.86956;2;2480
Today Coffee M;;01/02/25;Khobash Fran;12.17392;2;2480
BlackCoffee-M;;01/02/25;Khobash Fran;2202.61103;577;2480
Chocolate Mini Pancake;;01/02/25;Khobash Fran;2690.43411;221;2480
Red Huawei;;01/02/25;Khobash Fran;124.34785;11;2480
Iced Coffee latte;;01/02/25;Khobash Fran;221.73916;17;2480
Add Lotus;;01/02/25;Khobash Fran;1.73913;1;2480
Cookies crispy;;01/02/25;Khobash Fran;610.43463;39;2480
Macchiato Double;;01/02/25;Khobash Fran;85.21737;7;2480
Box filter special coffee / clomibia;;01/02/25;Khobash Fran;140.86953;9;2480
iced Cascara;;01/02/25;Khobash Fran;24.34782;2;2480
iced Spanish latte - L;;01/02/25;Khobash Fran;0;0;2480
Blue Huawei;;01/02/25;Khobash Fran;11.30435;1;2480
Today Coffee cold L;;01/02/25;Khobash Fran;13.91304;2;2480
French Vanilla;;01/02/25;Khobash Fran;48.69564;4;2480
Mineral water 600ml;;01/02/25;Khobash Fran;255.65211;147;2480
Ice tea peach - L;;01/02/25;Khobash Fran;12.17391;1;2480
Iced White Mocha;;01/02/25;Khobash Fran;354.78264;24;2480
Flate white;;01/02/25;Khobash Fran;344.34774;33;2480
Black coffee XL;;01/02/25;Khobash Fran;511.30464;84;2480
Affogato;;01/02/25;Khobash Fran;340.86948;28;2480
Black Huawei;;01/02/25;Khobash Fran;101.73915;9;2480
paper cup - 7OZ-2pcs;;01/02/25;Khobash Fran;11.30441;13;2480
ADD Mojito Mix;;01/02/25;Khobash Fran;0;5;2480
1k Play Card;;01/02/25;Khobash Fran;173.913;10;2480
Croissant-Cheese;;01/02/25;Khobash Fran;180.00007;23;2480
paper cup - 16oz;;01/02/25;Khobash Fran;2.60871;3;2480
Mocha M;;01/02/25;Khobash Fran;36.52173;3;2480
cappuccino M;;01/02/25;Khobash Fran;939.1302;90;2480
Espresso - Single;;01/02/25;Khobash Fran;493.91292;71;2480
Hot Chocolate - M;;01/02/25;Khobash Fran;300.00004;23;2480
san sebastian Cheese Cake;;01/02/25;Khobash Fran;1267.82577;81;2480
Crunchy;;01/02/25;Khobash Fran;721.73895;83;2480
Extra shot Espreso;;01/02/25;Khobash Fran;189.56517;109;2480
coffee Latte L;;01/02/25;Khobash Fran;208.69568;16;2480
Caramel Latte;;01/02/25;Khobash Fran;13.04348;1;2480
cappuccino L;;01/02/25;Khobash Fran;286.95656;22;2480
Today Coffee L;;01/02/25;Khobash Fran;13.91304;2;2480
White Mocha M;;01/02/25;Khobash Fran;78.26088;6;2480
Thermos cup - 50%OFF - .;;01/02/25;Khobash Fran;42.6087;1;2480
Honey cake;;01/02/25;Khobash Fran;0;0;2480
Today Coffee cold M;;01/02/25;Khobash Fran;0;0;2480
Iced V60 coffee;;01/02/25;Khobash Fran;2782.608;200;2480
iced Matcha;;01/02/25;Khobash Fran;827.82616;56;2480
Tea-steam M;;01/02/25;Khobash Fran;195.6525;75;2480
Iced Spanish Latte;;01/02/25;Khobash Fran;1640.86971;111;2480
karak Tea With Milk;;01/02/25;Khobash Fran;121.7392;20;2480
Cold Brew 200gm;;01/02/25;Khobash Fran;504.3477;29;2480
French coffee M;;01/02/25;Khobash Fran;172.17398;22;2480
1k Box - S;;01/02/25;Khobash Fran;730.43481;21;2480
Iced Pistachio Latte;;01/02/25;Khobash Fran;103.47827;7;2480
Stroopwafel;;01/02/25;Khobash Fran;0;0;2480
Spanish Latte - M;;01/02/25;Khobash Fran;888.69543;73;2480
Mojito strawberry;;01/02/25;Khobash Fran;327.82615;29;2480
Espresso - Double;;01/02/25;Khobash Fran;719.99982;69;2480
Milk add;;01/02/25;Khobash Fran;3.47826;2;2480
sahlab with nuts;;01/02/25;Khobash Fran;239.99994;23;2480
Americano - L;;01/02/25;Khobash Fran;113.04345;13;2480
Turkish Coffee - singl;;01/02/25;Khobash Fran;86.08699;11;2480
Mini Pancake ice cream;;01/02/25;Khobash Fran;69.5652;5;2480
ICED Chemex;;01/02/25;Khobash Fran;0;0;2480
Black Coffee - L;;01/02/25;Khobash Fran;1398.26052;268;2480
Turkish Coffee - Double;;01/02/25;Khobash Fran;86.08698;9;2480
Iced KarKade;;01/02/25;Khobash Fran;1314.78228;126;2480
Iced Tea Peach;;01/02/25;Khobash Fran;114.78258;11;2480
1k Box L;;01/02/25;Khobash Fran;565.21738;13;2480
Spanish Latte - L;;01/02/25;Khobash Fran;735.65199;47;2480
chocolate Cookies;;01/02/25;Khobash Fran;347.826;50;2480
Tiramisu Latte;;01/02/25;Khobash Fran;13.04348;1;2480
green tea- cub;;01/02/25;Khobash Fran;60.86962;14;2480
cortado;;01/02/25;Khobash Fran;260.8695;25;2480
V60 coffee;;01/02/25;Khobash Fran;633.04332;52;2480
Tea cup;;01/02/25;Khobash Fran;13.04349;3;2480
Mini Waffle;;01/02/25;Khobash Fran;978.261;75;2480
Granola;;01/02/25;Khobash Fran;83.47824;8;2480
Matcha Latte;;01/02/25;Khobash Fran;41.73912;3;2480
Lemon-Mint;;01/02/25;Khobash Fran;39.13044;3;2480
Frappuccino - caramel;;01/02/25;Khobash Fran;219.13038;18;2480
Add sauces mix;;01/02/25;Khobash Fran;118.26084;34;2480
Orange juice;;01/02/25;Khobash Fran;104.34784;8;2480
Iced Mocha;;01/02/25;Khobash Fran;304.34775;25;2480
Blue Mojito;;01/02/25;Khobash Fran;768.6958;68;2480
American1k- 250gm - .;;01/02/25;Khobash Fran;497.39118;26;2480
Donut Double Chocolate;;01/02/25;Khobash Fran;146.08692;21;2480
hazelnuts Add d - .;;01/02/25;Khobash Fran;41.73912;24;2480
Box filter special coffee / Ethiobian;;01/02/25;Khobash Fran;140.86953;9;2480
Macchiato;;01/02/25;Khobash Fran;62.60868;6;2480
Croissant Plain;;01/02/25;Khobash Fran;31.30436;4;2480
Americano M;;01/02/25;Khobash Fran;97.39128;14;2480
Coffee Latte M;;01/02/25;Makkah-ZAIDI Fran;344.34774;33;2244
ChocoChees bites;;01/02/25;Makkah-ZAIDI Fran;886.9563;102;2244
Today Coffee M;;01/02/25;Makkah-ZAIDI Fran;109.56528;18;2244
Iced1kCoffee-Original;;01/02/25;Makkah-ZAIDI Fran;3443.4774;495;2244
Add Pistachio d - .;;01/02/25;Makkah-ZAIDI Fran;20.86956;12;2244
Cookies vanilla;;01/02/25;Makkah-ZAIDI Fran;285.21732;41;2244
classic Mojito;;01/02/25;Makkah-ZAIDI Fran;113.0435;10;2244
ADD CHOCOLATE d - .;;01/02/25;Makkah-ZAIDI Fran;53.91303;31;2244
muffin chocolate;;01/02/25;Makkah-ZAIDI Fran;133.04353;17;2244
iced KarKade - L;;01/02/25;Makkah-ZAIDI Fran;292.17384;21;2244
paper cup - 8oz;;01/02/25;Makkah-ZAIDI Fran;8.6957;10;2244
Mini Pancake Cheese&Honey;;01/02/25;Makkah-ZAIDI Fran;73.04346;6;2244
Iced Americano;;01/02/25;Makkah-ZAIDI Fran;104.3478;12;2244
iced caramel Mikatuo;;01/02/25;Makkah-ZAIDI Fran;29.56522;2;2244
pudding;;01/02/25;Makkah-ZAIDI Fran;243.4782;20;2244
Oreo Frappe;;01/02/25;Makkah-ZAIDI Fran;20.86956;2;2244
1k Green Tea - 40GM Box;;01/02/25;Makkah-ZAIDI Fran;10.43478;1;2244
vanilla ICE CREAM add d;;01/02/25;Makkah-ZAIDI Fran;1.73913;1;2244
caramel Add d - .;;01/02/25;Makkah-ZAIDI Fran;5.21739;3;2244
BlackCoffee-M;;01/02/25;Makkah-ZAIDI Fran;1642.61027;397;2244
Chocolate Mini Pancake;;01/02/25;Makkah-ZAIDI Fran;1874.78214;154;2244
Red Huawei;;01/02/25;Makkah-ZAIDI Fran;135.6522;12;2244
Iced Coffee latte;;01/02/25;Makkah-ZAIDI Fran;143.47828;11;2244
Today Coffee cold L;;01/02/25;Makkah-ZAIDI Fran;236.52168;34;2244
Macchiato Double;;01/02/25;Makkah-ZAIDI Fran;97.39128;8;2244
xl saudi coffee;;01/02/25;Makkah-ZAIDI Fran;67.8261;6;2244
Blue Huawei;;01/02/25;Makkah-ZAIDI Fran;90.4348;8;2244
Add Lotus;;01/02/25;Makkah-ZAIDI Fran;6.95652;4;2244
iced Spanish latte - L;;01/02/25;Makkah-ZAIDI Fran;86.9565;5;2244
iced Cascara;;01/02/25;Makkah-ZAIDI Fran;12.17391;1;2244
Box filter special coffee / clomibia;;01/02/25;Makkah-ZAIDI Fran;62.60868;4;2244
Cookies crispy;;01/02/25;Makkah-ZAIDI Fran;93.91302;6;2244
Iced White Mocha - L;;01/02/25;Makkah-ZAIDI Fran;17.3913;1;2244
Tea latte;;01/02/25;Makkah-ZAIDI Fran;12.17392;2;2244
Iced White Mocha;;01/02/25;Makkah-ZAIDI Fran;428.69569;29;2244
Affogato;;01/02/25;Makkah-ZAIDI Fran;353.04339;29;2244
Mineral water 600ml;;01/02/25;Makkah-ZAIDI Fran;780.86937;449;2244
Black coffee XL;;01/02/25;Makkah-ZAIDI Fran;584.34816;96;2244
paper cup - 7OZ-2pcs;;01/02/25;Makkah-ZAIDI Fran;0.86957;1;2244
Black Huawei;;01/02/25;Makkah-ZAIDI Fran;135.6522;12;2244
Croissant-Cheese;;01/02/25;Makkah-ZAIDI Fran;328.69578;42;2244
paper cup - 16oz;;01/02/25;Makkah-ZAIDI Fran;7.82613;9;2244
Mocha M;;01/02/25;Makkah-ZAIDI Fran;158.26083;13;2244
ADD Mojito Mix;;01/02/25;Makkah-ZAIDI Fran;0;10;2244
Flate white;;01/02/25;Makkah-ZAIDI Fran;344.34774;33;2244
Ice tea peach - L;;01/02/25;Makkah-ZAIDI Fran;36.52173;3;2244
French Vanilla;;01/02/25;Makkah-ZAIDI Fran;24.34782;2;2244
cappuccino M;;01/02/25;Makkah-ZAIDI Fran;793.04328;76;2244
Hot Chocolate - M;;01/02/25;Makkah-ZAIDI Fran;704.34792;54;2244
Saudi Coffee M;;01/02/25;Makkah-ZAIDI Fran;221.73933;51;2244
coffee Latte L;;01/02/25;Makkah-ZAIDI Fran;65.2174;5;2244
Moroccan Tea - cup;;01/02/25;Makkah-ZAIDI Fran;52.17396;12;2244
Crunchy;;01/02/25;Makkah-ZAIDI Fran;921.7389;106;2244
cappuccino L;;01/02/25;Makkah-ZAIDI Fran;300.00004;23;2244
san sebastian Cheese Cake;;01/02/25;Makkah-ZAIDI Fran;610.43463;39;2244
Steam Tea - L;;01/02/25;Makkah-ZAIDI Fran;126.08707;29;2244
Extra shot Espreso;;01/02/25;Makkah-ZAIDI Fran;48.69564;28;2244
Espresso - Single;;01/02/25;Makkah-ZAIDI Fran;125.21736;18;2244
كريمة;;01/02/25;Makkah-ZAIDI Fran;10.43478;6;2244
Today Coffee L;;01/02/25;Makkah-ZAIDI Fran;104.3478;15;2244
White Mocha M;;01/02/25;Makkah-ZAIDI Fran;26.08696;2;2244
Caramel Latte;;01/02/25;Makkah-ZAIDI Fran;26.08696;2;2244
Iced V60 coffee;;01/02/25;Makkah-ZAIDI Fran;1586.08656;114;2244
Tea-steam M;;01/02/25;Makkah-ZAIDI Fran;393.9137;151;2244
Cold Brew 200gm;;01/02/25;Makkah-ZAIDI Fran;678.2607;39;2244
Iced Spanish Latte;;01/02/25;Makkah-ZAIDI Fran;473.04352;32;2244
iced Matcha;;01/02/25;Makkah-ZAIDI Fran;665.21745;45;2244
karak Tea With Milk;;01/02/25;Makkah-ZAIDI Fran;237.39144;39;2244
Iced Pistachio Latte;;01/02/25;Makkah-ZAIDI Fran;29.56522;2;2244
French coffee M;;01/02/25;Makkah-ZAIDI Fran;195.65225;25;2244
juice cup - .;;01/02/25;Makkah-ZAIDI Fran;2.60871;3;2244
1k Turkish coffee 500G;;01/02/25;Makkah-ZAIDI Fran;26.08696;1;2244
1k Box - S;;01/02/25;Makkah-ZAIDI Fran;69.56522;2;2244
Belgain choco Waffle;;01/02/25;Makkah-ZAIDI Fran;34.7826;4;2244
Milk add;;01/02/25;Makkah-ZAIDI Fran;26.08695;15;2244
Turkish Coffee - singl;;01/02/25;Makkah-ZAIDI Fran;344.34796;44;2244
Espresso - Double;;01/02/25;Makkah-ZAIDI Fran;323.47818;31;2244
Mini Pancake ice cream;;01/02/25;Makkah-ZAIDI Fran;27.82608;2;2244
sahlab with nuts;;01/02/25;Makkah-ZAIDI Fran;229.56516;22;2244
Spanish Latte - M;;01/02/25;Makkah-ZAIDI Fran;243.4782;20;2244
Americano - L;;01/02/25;Makkah-ZAIDI Fran;34.7826;4;2244
Iced French Vanilla;;01/02/25;Makkah-ZAIDI Fran;14.78261;1;2244
1k Pure Ceylon Tea -200G box;;01/02/25;Makkah-ZAIDI Fran;10.43478;1;2244
Mojito strawberry;;01/02/25;Makkah-ZAIDI Fran;11.30435;1;2244
Black Coffee - L;;01/02/25;Makkah-ZAIDI Fran;803.47806;154;2244
Iced KarKade;;01/02/25;Makkah-ZAIDI Fran;584.34768;56;2244
Turkish Coffee - Double;;01/02/25;Makkah-ZAIDI Fran;516.52188;54;2244
V60 coffee;;01/02/25;Makkah-ZAIDI Fran;279.99993;23;2244
1k Box L;;01/02/25;Makkah-ZAIDI Fran;86.95652;2;2244
cortado;;01/02/25;Makkah-ZAIDI Fran;156.5217;15;2244
Lemon-Mint;;01/02/25;Makkah-ZAIDI Fran;52.17392;4;2244
chocolate Cookies;;01/02/25;Makkah-ZAIDI Fran;271.30428;39;2244
green tea- cub;;01/02/25;Makkah-ZAIDI Fran;34.78264;8;2244
Tea cup;;01/02/25;Makkah-ZAIDI Fran;173.9132;40;2244
Tiramisu Latte;;01/02/25;Makkah-ZAIDI Fran;26.08696;2;2244
Granola;;01/02/25;Makkah-ZAIDI Fran;83.47824;8;2244
Vanilla Add;;01/02/25;Makkah-ZAIDI Fran;1.73913;1;2244
Matcha Latte;;01/02/25;Makkah-ZAIDI Fran;69.5652;5;2244
Iced Tea Peach;;01/02/25;Makkah-ZAIDI Fran;135.65214;13;2244
Spanish Latte - L;;01/02/25;Makkah-ZAIDI Fran;31.30434;2;2244
Add sauces mix;;01/02/25;Makkah-ZAIDI Fran;146.08692;42;2244
Donut Double Chocolate;;01/02/25;Makkah-ZAIDI Fran;292.17384;42;2244
Macchiato;;01/02/25;Makkah-ZAIDI Fran;187.82604;18;2244
saudi coffee L;;01/02/25;Makkah-ZAIDI Fran;78.2609;10;2244
Iced Mocha;;01/02/25;Makkah-ZAIDI Fran;267.82602;22;2244
hazelnuts Add d - .;;01/02/25;Makkah-ZAIDI Fran;20.86956;12;2244
American1k- 250gm - .;;01/02/25;Makkah-ZAIDI Fran;286.95645;15;2244
Americano M;;01/02/25;Makkah-ZAIDI Fran;69.5652;10;2244
Blue Mojito;;01/02/25;Makkah-ZAIDI Fran;90.4348;8;2244
Frappuccino - caramel;;01/02/25;Makkah-ZAIDI Fran;60.86955;5;2244
Croissant Plain;;01/02/25;Makkah-ZAIDI Fran;23.47827;3;2244
Paper filter coffee 02;;01/02/25;Makkah-ZAIDI Fran;0;0;2244
Box filter special coffee / Ethiobian;;01/02/25;Makkah-ZAIDI Fran;15.65217;1;2244
Iced1kCoffee-Original;;01/02/25;kamisMshit Fran;3353.04264;482;2346
Today Coffee M;;01/02/25;kamisMshit Fran;420.00024;69;2346
ChocoChees bites;;01/02/25;kamisMshit Fran;599.99985;69;2346
ADD CHOCOLATE d - .;;01/02/25;kamisMshit Fran;38.26086;22;2346
classic Mojito;;01/02/25;kamisMshit Fran;67.8261;6;2346
Iced Americano;;01/02/25;kamisMshit Fran;104.3478;12;2346
Coffee Latte M;;01/02/25;kamisMshit Fran;333.91296;32;2346
Choco Kunafa bites;;01/02/25;kamisMshit Fran;52.1739;6;2346
paper cup - 8oz;;01/02/25;kamisMshit Fran;6.95656;8;2346
iced KarKade - L;;01/02/25;kamisMshit Fran;194.78256;14;2346
Cookies vanilla;;01/02/25;kamisMshit Fran;208.6956;30;2346
caramel Add d - .;;01/02/25;kamisMshit Fran;10.43478;6;2346
iced caramel Mikatuo;;01/02/25;kamisMshit Fran;59.13044;4;2346
Add Pistachio d - .;;01/02/25;kamisMshit Fran;8.69565;5;2346
muffin chocolate;;01/02/25;kamisMshit Fran;54.78263;7;2346
choco Dream;;01/02/25;kamisMshit Fran;0;0;2346
pudding;;01/02/25;kamisMshit Fran;24.34782;2;2346
Mini Pancake Cheese&Honey;;01/02/25;kamisMshit Fran;36.52173;3;2346
PanCakes;;01/02/25;kamisMshit Fran;0;0;2346
vanilla ICE CREAM add d;;01/02/25;kamisMshit Fran;0;0;2346
BlackCoffee-M;;01/02/25;kamisMshit Fran;1668.69723;399;2346
Chocolate Mini Pancake;;01/02/25;kamisMshit Fran;1570.43439;129;2346
Red Huawei;;01/02/25;kamisMshit Fran;79.13045;7;2346
Today Coffee cold L;;01/02/25;kamisMshit Fran;1864.34736;268;2346
iced Spanish latte - L;;01/02/25;kamisMshit Fran;191.3043;11;2346
Box filter special coffee / clomibia;;01/02/25;kamisMshit Fran;46.95651;3;2346
Add Lotus;;01/02/25;kamisMshit Fran;6.95652;4;2346
Macchiato Double;;01/02/25;kamisMshit Fran;36.52173;3;2346
iced Cascara;;01/02/25;kamisMshit Fran;48.69564;4;2346
Cookies crispy;;01/02/25;kamisMshit Fran;62.60868;4;2346
Iced White Mocha - L;;01/02/25;kamisMshit Fran;0;0;2346
Iced Coffee latte;;01/02/25;kamisMshit Fran;13.04348;1;2346
Tea latte;;01/02/25;kamisMshit Fran;0;0;2346
Blue Huawei;;01/02/25;kamisMshit Fran;11.30435;1;2346
paper cup - 7OZ-2pcs;;01/02/25;kamisMshit Fran;4.34785;5;2346
ADD Mojito Mix;;01/02/25;kamisMshit Fran;0;9;2346
Flate white;;01/02/25;kamisMshit Fran;615.65202;59;2346
Mineral water 600ml;;01/02/25;kamisMshit Fran;469.5651;270;2346
Black coffee XL;;01/02/25;kamisMshit Fran;803.47872;132;2346
Croissant-Cheese;;01/02/25;kamisMshit Fran;187.82616;24;2346
Ice tea peach - L;;01/02/25;kamisMshit Fran;73.04346;6;2346
French Vanilla;;01/02/25;kamisMshit Fran;36.52173;3;2346
paper cup - 16oz;;01/02/25;kamisMshit Fran;1.73914;2;2346
Iced White Mocha;;01/02/25;kamisMshit Fran;73.91305;5;2346
Mocha M;;01/02/25;kamisMshit Fran;36.52173;3;2346
Affogato;;01/02/25;kamisMshit Fran;12.17391;1;2346
1k Espresso 250G;;01/02/25;kamisMshit Fran;34.7826;2;2346
Waffle chocolate;;01/02/25;kamisMshit Fran;0;0;2346
cappuccino M;;01/02/25;kamisMshit Fran;1189.56492;114;2346
Today Coffee L;;01/02/25;kamisMshit Fran;347.826;50;2346
كريمة;;01/02/25;kamisMshit Fran;0;0;2346
Espresso - Single;;01/02/25;kamisMshit Fran;577.39116;83;2346
Hot Chocolate - M;;01/02/25;kamisMshit Fran;378.26092;29;2346
Crunchy;;01/02/25;kamisMshit Fran;730.4346;84;2346
san sebastian Cheese Cake;;01/02/25;kamisMshit Fran;422.60859;27;2346
Extra shot Espreso;;01/02/25;kamisMshit Fran;19.13043;11;2346
coffee Latte L;;01/02/25;kamisMshit Fran;78.26088;6;2346
Today Coffee cold M;;01/02/25;kamisMshit Fran;140.00008;23;2346
Saudi Coffee M;;01/02/25;kamisMshit Fran;21.73915;5;2346
White Mocha M;;01/02/25;kamisMshit Fran;26.08696;2;2346
cappuccino L;;01/02/25;kamisMshit Fran;234.78264;18;2346
Caramel Latte;;01/02/25;kamisMshit Fran;78.26088;6;2346
Steam Tea - L;;01/02/25;kamisMshit Fran;21.73915;5;2346
Thermos cup - 50%OFF - .;;01/02/25;kamisMshit Fran;42.6087;1;2346
Waffle Stick;;01/02/25;kamisMshit Fran;0;0;2346
Iced V60 coffee;;01/02/25;kamisMshit Fran;2114.78208;152;2346
Cold Brew 200gm;;01/02/25;kamisMshit Fran;695.652;40;2346
karak Tea With Milk;;01/02/25;kamisMshit Fran;66.95656;11;2346
Iced Spanish Latte;;01/02/25;kamisMshit Fran;753.91311;51;2346
iced Matcha;;01/02/25;kamisMshit Fran;325.21742;22;2346
Tea-steam M;;01/02/25;kamisMshit Fran;135.6524;52;2346
1k Box - S;;01/02/25;kamisMshit Fran;69.56522;2;2346
juice cup - .;;01/02/25;kamisMshit Fran;4.34785;5;2346
Iced Pistachio Latte;;01/02/25;kamisMshit Fran;88.69566;6;2346
French coffee M;;01/02/25;kamisMshit Fran;70.43481;9;2346
Mojito strawberry;;01/02/25;kamisMshit Fran;158.2609;14;2346
Espresso - Double;;01/02/25;kamisMshit Fran;740.86938;71;2346
sahlab with nuts;;01/02/25;kamisMshit Fran;166.95648;16;2346
Turkish Coffee - singl;;01/02/25;kamisMshit Fran;46.95654;6;2346
Milk add;;01/02/25;kamisMshit Fran;5.21739;3;2346
Spanish Latte - M;;01/02/25;kamisMshit Fran;426.08685;35;2346
Amricamo -XL;;01/02/25;kamisMshit Fran;0;0;2346
party Donut;;01/02/25;kamisMshit Fran;13.91304;2;2346
Americano - L;;01/02/25;kamisMshit Fran;17.3913;2;2346
Iced French Vanilla;;01/02/25;kamisMshit Fran;14.78261;1;2346
Mini Pancake ice cream;;01/02/25;kamisMshit Fran;0;0;2346
250gm Brazil specialty coffee;;01/02/25;kamisMshit Fran;33.04348;1;2346
ICED Chemex;;01/02/25;kamisMshit Fran;0;0;2346
Black Coffee - L;;01/02/25;kamisMshit Fran;824.34762;158;2346
cortado;;01/02/25;kamisMshit Fran;250.43472;24;2346
Tea cup;;01/02/25;kamisMshit Fran;78.26094;18;2346
Turkish Coffee - Double;;01/02/25;kamisMshit Fran;162.60874;17;2346
chocolate Cookies;;01/02/25;kamisMshit Fran;201.73908;29;2346
Iced KarKade;;01/02/25;kamisMshit Fran;605.21724;58;2346
V60 coffee;;01/02/25;kamisMshit Fran;206.95647;17;2346
1k Box L;;01/02/25;kamisMshit Fran;260.86956;6;2346
Iced Tea Peach;;01/02/25;kamisMshit Fran;156.5217;15;2346
Tiramisu Latte;;01/02/25;kamisMshit Fran;286.95656;22;2346
Granola;;01/02/25;kamisMshit Fran;73.04346;7;2346
Lemon-Mint;;01/02/25;kamisMshit Fran;13.04348;1;2346
Mini Waffle;;01/02/25;kamisMshit Fran;143.47828;11;2346
Fettu Waffle;;01/02/25;kamisMshit Fran;23.47826;1;2346
Spanish Latte - L;;01/02/25;kamisMshit Fran;125.21736;8;2346
Nuts Donut;;01/02/25;kamisMshit Fran;0;0;2346
Orange;;01/02/25;kamisMshit Fran;0;1;2346
Frappuccino - caramel;;01/02/25;kamisMshit Fran;85.21737;7;2346
Add sauces mix;;01/02/25;kamisMshit Fran;153.04344;44;2346
American1k- 250gm - .;;01/02/25;kamisMshit Fran;382.6086;20;2346
Box filter special coffee / Ethiobian;;01/02/25;kamisMshit Fran;31.30434;2;2346
Americano M;;01/02/25;kamisMshit Fran;20.86956;3;2346
Iced Mocha;;01/02/25;kamisMshit Fran;36.52173;3;2346
Donut Double Chocolate;;01/02/25;kamisMshit Fran;83.47824;12;2346
saudi coffee L;;01/02/25;kamisMshit Fran;7.82609;1;2346
hazelnuts Add d - .;;01/02/25;kamisMshit Fran;15.65217;9;2346
Macchiato;;01/02/25;kamisMshit Fran;31.30434;3;2346
Croissant Plain;;01/02/25;kamisMshit Fran;54.78263;7;2346
Blue Mojito;;01/02/25;kamisMshit Fran;90.4348;8;2346
Orange juice;;01/02/25;kamisMshit Fran;13.04348;1;2346
pudding;;01/02/25;Arrisa -Fran;1046.95626;86;6118
Iced1kCoffee-Original;;01/02/25;Arrisa -Fran;5154.78132;741;6118
ChocoChees bites;;01/02/25;Arrisa -Fran;1278.26055;147;6118
iced caramel Mikatuo;;01/02/25;Arrisa -Fran;147.8261;10;6118
classic Mojito;;01/02/25;Arrisa -Fran;260.00005;23;6118
Iced Americano;;01/02/25;Arrisa -Fran;469.5651;54;6118
Today Coffee M;;01/02/25;Arrisa -Fran;1022.60928;168;6118
iced KarKade - L;;01/02/25;Arrisa -Fran;389.56512;28;6118
ADD CHOCOLATE d - .;;01/02/25;Arrisa -Fran;186.08691;107;6118
Coffee Latte M;;01/02/25;Arrisa -Fran;970.43454;93;6118
caramel Add d - .;;01/02/25;Arrisa -Fran;6.95652;4;6118
Cookies vanilla;;01/02/25;Arrisa -Fran;292.17384;42;6118
Add Pistachio d - .;;01/02/25;Arrisa -Fran;24.34782;14;6118
Oreo Frappe;;01/02/25;Arrisa -Fran;83.47824;8;6118
Mini Pancake Cheese&Honey;;01/02/25;Arrisa -Fran;1314.78228;108;6118
muffin chocolate;;01/02/25;Arrisa -Fran;70.43481;9;6118
paper cup - 8oz;;01/02/25;Arrisa -Fran;4.34785;5;6118
vanilla ICE CREAM add d;;01/02/25;Arrisa -Fran;12.17391;7;6118
BlackCoffee-M;;01/02/25;Arrisa -Fran;6640.00658;1648;6118
Today Coffee cold L;;01/02/25;Arrisa -Fran;5398.25952;776;6118
Cookies crispy;;01/02/25;Arrisa -Fran;2159.99946;138;6118
Chocolate Mini Pancake;;01/02/25;Arrisa -Fran;5319.99867;437;6118
Iced White Mocha - L;;01/02/25;Arrisa -Fran;52.1739;3;6118
Blue Huawei;;01/02/25;Arrisa -Fran;45.2174;4;6118
Iced Coffee latte;;01/02/25;Arrisa -Fran;221.73916;17;6118
iced Spanish latte - L;;01/02/25;Arrisa -Fran;173.913;10;6118
Add Lotus;;01/02/25;Arrisa -Fran;10.43478;6;6118
iced Cascara;;01/02/25;Arrisa -Fran;73.04346;6;6118
Box filter special coffee / clomibia;;01/02/25;Arrisa -Fran;140.86953;9;6118
Macchiato Double;;01/02/25;Arrisa -Fran;48.69564;4;6118
saiphon ceylon tea;;01/02/25;Arrisa -Fran;0;0;6118
Red Huawei;;01/02/25;Arrisa -Fran;0;0;6118
Mineral water 600ml;;01/02/25;Arrisa -Fran;933.91281;537;6118
Black coffee XL;;01/02/25;Arrisa -Fran;1357.39208;223;6118
Croissant-Cheese;;01/02/25;Arrisa -Fran;367.82623;47;6118
Affogato;;01/02/25;Arrisa -Fran;998.26062;82;6118
French Vanilla;;01/02/25;Arrisa -Fran;182.60865;15;6118
1k Play Card;;01/02/25;Arrisa -Fran;121.7391;7;6118
